Application_number,Country,SOP,PS,LOR,GRE,Research,IELTS,Experience,Admit
136259,INT,3.0,4.6,2.3,267,0,1,1,1
154683,USA,4.9,2.2,3.9,271,0,1,2,1
100277,INT,3.6,1.4,3.4,272,0,0,1,1
145756,INT,3.0,3.5,3.1,280,1,1,1,1
156330,USA,1.5,4.1,3.4,334,0,0,2,1
181168,INT,2.0,1.8,4.9,321,1,1,2,0
184843,INT,1.6,3.5,3.8,321,1,0,1,0
140644,USA,4.2,4.2,2.0,281,1,0,1,0
122381,INT,2.2,4.9,1.2,322,0,0,1,0
157553,INT,1.2,1.7,3.9,330,1,1,1,0
120123,INT,1.9,2.5,1.3,281,1,1,2,0
119861,USA,4.9,3.7,4.4,262,1,1,1,0
163608,USA,1.5,4.1,2.6,306,1,0,2,0
190166,INT,2.9,4.4,2.7,329,0,0,1,0
122272,INT,3.1,4.5,4.9,308,0,1,1,1
176682,INT,4.7,4.8,1.3,271,0,0,2,1
107629,INT,4.5,2.0,1.5,303,1,0,2,1
139212,INT,4.0,3.0,3.5,283,0,1,2,0
117812,INT,2.3,3.8,4.6,327,0,1,2,1
105151,USA,1.1,4.5,2.9,295,1,0,2,1
175971,USA,3.1,2.3,4.2,334,0,0,1,0
196493,USA,2.4,2.3,3.0,320,0,0,2,0
115061,INT,2.0,2.8,3.7,270,0,0,1,1
198255,USA,2.1,4.2,3.2,286,0,1,1,0
128754,INT,2.8,3.1,1.8,298,0,0,2,0
176687,USA,1.0,3.7,3.6,294,0,1,2,0
107686,USA,3.6,2.5,1.8,303,1,1,2,0
145360,USA,1.0,1.5,2.1,310,0,1,2,1
130329,USA,2.1,3.3,1.9,337,1,0,2,0
137197,INT,3.6,3.5,2.8,323,0,0,2,1
136093,INT,1.3,4.9,4.1,291,0,1,2,0
191326,USA,2.0,4.7,2.5,267,1,0,2,0
110826,USA,2.3,1.1,2.6,301,1,1,2,1
140729,INT,4.9,2.8,3.5,302,1,1,2,0
166497,INT,3.5,3.3,3.8,313,1,0,2,1
194597,USA,3.1,3.5,3.4,274,1,1,2,0
184425,USA,1.1,1.2,2.1,278,1,0,1,1
183210,USA,3.7,3.4,4.8,288,0,1,1,1
126353,INT,3.3,1.5,2.2,328,1,0,1,1
179519,INT,1.4,1.1,2.9,284,0,0,2,1
170537,INT,4.4,3.7,2.1,278,1,1,2,1
106744,USA,2.8,1.1,3.6,290,0,1,2,0
115226,USA,1.8,4.3,3.5,308,1,0,1,1
144303,USA,3.4,1.7,1.7,335,1,1,2,1
129689,USA,4.1,1.8,2.9,290,1,0,2,1
139815,USA,1.3,4.9,1.6,273,0,1,2,1
199751,USA,1.7,3.7,3.8,314,1,0,1,1
199432,USA,3.4,2.9,4.7,318,0,1,1,1
106082,USA,1.2,4.5,4.2,320,1,1,2,1
187337,USA,1.4,1.7,1.6,273,1,1,2,1
158341,USA,2.9,3.0,2.8,300,0,1,2,1
139209,USA,2.4,1.9,2.1,276,1,1,1,1
197284,USA,4.0,2.7,2.4,286,0,0,2,1
111257,INT,4.7,1.6,2.7,278,0,0,1,0
123456,INT,4.3,4.7,3.7,299,1,1,1,1
145521,USA,4.0,2.2,4.6,275,0,0,1,1
139613,USA,1.2,3.2,2.9,293,0,1,2,0
100601,INT,3.3,4.7,1.8,305,0,0,1,0
189450,INT,1.4,4.1,4.6,295,0,0,1,1
198543,INT,1.4,4.6,3.0,283,1,1,2,0
178147,INT,2.8,4.6,2.4,288,0,0,1,0
108098,USA,1.2,1.5,4.4,335,1,1,2,1
167216,USA,2.8,4.2,1.4,307,1,1,1,1
139656,USA,4.0,3.2,1.3,292,0,1,2,1
197373,USA,3.0,1.8,2.2,287,1,1,2,1
178196,USA,4.3,4.0,4.5,316,1,1,2,1
180605,INT,1.3,2.5,1.6,264,0,0,2,1
120707,INT,1.8,1.4,3.8,260,0,0,1,1
168380,INT,4.4,3.4,2.8,315,0,0,2,1
158129,USA,3.2,4.3,3.1,333,1,1,2,0
193701,USA,2.6,3.1,3.2,328,0,0,2,0
112704,USA,3.7,3.5,1.1,263,0,1,1,0
140504,INT,5.0,2.2,2.5,277,1,1,2,1
195710,INT,4.1,3.3,4.1,310,1,0,1,0
135938,USA,4.8,3.6,1.6,335,1,0,1,0
155517,INT,3.9,4.5,2.8,328,0,0,1,1
190865,USA,4.1,4.5,2.4,306,1,1,1,1
135432,USA,4.0,3.9,1.2,320,1,1,1,1
148313,INT,1.4,2.8,2.9,338,1,1,2,0
182966,USA,2.2,1.5,3.0,330,0,0,2,1
117271,USA,3.1,4.5,3.5,272,0,0,1,0
131700,INT,4.8,1.7,4.6,320,1,1,2,1
136577,USA,1.3,1.1,1.4,297,1,1,2,0
144505,USA,4.8,2.9,4.1,261,0,0,2,0
164707,INT,2.7,5.0,3.7,299,1,1,2,0
193410,USA,2.0,2.9,2.7,318,0,1,1,1
188425,USA,4.9,1.6,3.7,268,1,1,1,1
177425,USA,4.8,2.6,1.0,260,0,0,2,0
164068,INT,4.5,1.9,4.0,322,1,1,2,1
191719,USA,4.7,2.9,1.3,314,0,1,2,1
151422,INT,4.6,2.0,4.3,304,1,1,2,0
108801,INT,4.7,2.5,1.0,295,0,0,1,1
142022,INT,4.0,2.0,1.6,285,1,0,1,1
195905,USA,1.8,4.0,3.8,272,1,1,2,0
140730,INT,4.1,3.5,1.9,287,1,0,1,0
102409,INT,4.0,3.9,1.7,298,1,1,2,1
181597,INT,2.6,2.8,3.0,327,0,0,1,0
119421,INT,4.5,1.6,2.6,286,1,1,1,1
109929,USA,3.6,4.9,4.9,283,0,0,2,1
198781,USA,2.3,3.2,2.0,279,0,0,1,1
195149,USA,4.0,1.5,3.4,265,1,0,2,1
118801,INT,3.7,4.9,3.5,279,1,0,2,1
121332,USA,2.5,4.8,2.5,300,1,1,1,1
192788,USA,1.2,2.1,1.4,264,1,0,2,1
183954,INT,1.9,2.5,2.2,278,1,0,1,0
144814,INT,4.6,3.1,1.2,331,0,1,2,1
148302,INT,2.7,2.4,2.5,268,1,0,2,0
177771,INT,2.8,2.7,3.5,330,0,0,2,0
140917,USA,2.7,3.8,1.4,266,1,1,2,1
177072,USA,1.0,1.3,4.5,264,1,1,1,1
170903,USA,3.4,3.7,2.1,277,1,0,2,0
194111,USA,2.1,4.9,1.5,261,1,0,1,1
185211,USA,2.9,2.7,4.2,337,0,0,2,1
125980,USA,3.0,3.3,1.1,336,0,0,1,0
156600,USA,2.4,3.4,1.3,321,1,0,2,0
116995,USA,1.2,1.1,2.4,321,0,0,2,1
173324,INT,3.2,2.1,2.0,325,0,1,2,0
195096,INT,3.3,2.2,1.4,271,1,1,2,1
118817,USA,3.2,4.8,3.5,297,1,1,1,0
119818,INT,2.5,3.5,1.4,287,0,0,1,0
119116,USA,3.4,2.2,2.4,269,1,0,2,0
178003,USA,4.7,3.9,3.6,335,0,1,2,1
125632,USA,4.9,1.9,3.6,302,1,1,2,0
138764,USA,3.5,3.3,1.5,279,1,1,2,0
187815,INT,2.7,4.7,4.7,262,0,0,1,0
100701,INT,2.4,1.3,4.3,302,1,0,2,0
134201,INT,4.3,4.8,2.7,327,1,1,2,1
138001,INT,4.8,2.6,3.6,261,1,0,2,1
108159,USA,1.1,2.1,3.0,326,1,1,1,0
144488,USA,2.8,2.0,1.5,272,0,0,1,1
143431,INT,4.8,3.9,1.7,280,1,0,2,0
167395,USA,4.3,4.6,1.4,336,0,0,2,1
176200,USA,2.4,1.2,4.3,292,0,1,1,0
192717,USA,4.7,4.6,4.5,333,0,1,2,0
192328,INT,3.2,3.7,2.4,291,1,1,2,0
138058,INT,3.0,4.3,3.9,287,1,1,2,0
120052,INT,2.9,3.8,1.9,328,1,1,1,1
115196,INT,1.4,2.6,2.3,266,1,1,1,0
189407,USA,4.5,2.4,1.6,331,0,0,2,1
187440,INT,3.6,3.8,2.4,270,0,0,2,0
159663,INT,2.3,2.0,3.2,287,0,0,2,1
167172,USA,2.3,1.8,1.8,301,1,0,1,1
162116,INT,3.5,1.1,1.6,278,0,0,1,0
192565,USA,4.9,2.4,4.9,286,1,0,1,0
102243,USA,3.7,1.1,5.0,286,1,1,1,1
180828,USA,2.9,3.1,2.8,272,1,0,1,0
136462,INT,3.7,2.1,1.4,307,0,0,1,1
174353,INT,4.9,2.3,1.4,264,1,0,2,1
171523,USA,1.4,2.4,4.2,273,0,0,2,0
179548,USA,1.9,3.3,2.7,267,0,0,1,0
114031,INT,2.1,4.9,3.6,263,0,0,2,1
151004,INT,3.7,3.0,3.4,314,0,0,2,0
179710,INT,4.1,2.1,1.0,286,0,1,2,1
120225,USA,1.1,4.9,2.1,304,1,0,2,0
121565,INT,5.0,1.6,4.8,324,0,1,1,1
129803,USA,1.1,1.6,2.6,265,1,0,1,1
177199,INT,4.2,3.8,3.6,317,1,0,1,0
174830,INT,4.5,3.4,4.2,307,0,0,2,1
199736,USA,1.8,3.4,4.8,310,0,1,2,1
159502,INT,2.7,3.4,4.0,315,0,0,2,1
165986,USA,4.0,4.5,1.8,336,0,1,2,0
156515,INT,3.0,3.3,3.7,337,1,1,2,1
156001,INT,1.4,5.0,1.5,292,1,1,2,0
161017,USA,3.9,4.2,1.2,337,1,1,1,1
197076,INT,2.3,1.3,4.0,269,1,1,2,1
104092,INT,2.1,3.9,3.4,288,1,1,2,1
150775,INT,1.8,3.3,4.5,285,0,0,1,1
131614,INT,2.5,4.0,3.4,295,0,1,1,1
167591,INT,1.0,1.2,1.7,321,0,0,2,0
171864,USA,3.2,4.4,4.7,291,0,1,2,0
101704,INT,1.6,3.0,4.7,330,0,0,1,0
198256,USA,1.6,4.8,4.4,268,0,1,2,0
100446,INT,1.6,3.7,4.5,292,0,1,2,0
161754,USA,3.9,2.7,1.4,299,1,1,1,0
113921,INT,3.2,5.0,2.5,303,0,0,1,1
113534,INT,4.6,1.1,2.8,260,0,1,2,0
130343,USA,3.7,1.0,2.3,297,0,0,1,0
117363,USA,1.4,3.0,3.2,309,1,0,2,0
106093,USA,3.1,2.2,3.8,320,1,0,1,0
130187,INT,3.5,4.8,2.1,280,0,1,2,0
122415,USA,4.4,2.4,4.7,300,0,0,2,1
170826,INT,3.6,4.4,3.3,323,1,0,1,0
184753,INT,2.7,4.1,4.3,307,0,1,2,0
137090,INT,1.5,2.2,3.0,302,0,0,1,0
128972,USA,3.6,2.8,3.4,324,1,1,1,1
113494,USA,1.2,2.1,3.4,302,0,0,2,1
166065,USA,2.8,1.5,4.8,309,0,1,2,0
185095,INT,3.5,2.2,1.7,319,1,1,2,1
140299,INT,1.6,4.7,4.7,330,1,1,2,0
105444,INT,4.7,2.6,1.4,305,1,1,1,0
198495,USA,3.7,3.6,2.5,308,0,1,2,1
166226,INT,4.3,4.1,2.2,339,1,0,2,1
121388,USA,2.5,2.9,2.5,285,1,1,2,0
133188,INT,1.7,3.0,3.1,261,1,1,2,0
198882,USA,1.6,4.5,1.8,276,0,0,1,1
110196,INT,2.6,4.1,4.0,261,1,0,2,0
177398,INT,4.3,1.2,3.9,276,1,0,2,1
139823,USA,2.0,4.1,3.2,338,0,0,1,0
124966,INT,1.4,2.0,4.4,318,0,1,2,0
104915,INT,1.1,1.5,4.4,284,1,1,1,0
191272,INT,4.8,4.0,5.0,293,1,1,1,1
176850,INT,4.1,3.0,4.6,282,1,1,2,0
184374,INT,3.0,1.3,3.5,281,0,0,1,0
133877,INT,4.5,4.2,1.4,291,1,1,1,0
185479,INT,1.9,2.0,1.4,261,1,0,1,0
156323,USA,3.7,1.4,5.0,266,0,0,2,1
142740,USA,4.5,3.1,2.9,321,1,0,1,0
193371,INT,2.2,3.1,1.6,313,1,0,2,1
196259,USA,3.4,2.7,1.3,303,0,1,1,1
102483,INT,2.6,3.3,2.0,309,0,1,2,1
136526,INT,4.4,4.5,4.0,332,1,1,2,0
140813,INT,1.6,1.9,2.0,307,0,0,1,0
122930,USA,1.1,3.2,4.7,325,0,1,1,1
164228,INT,3.9,2.4,3.6,296,0,1,2,1
167723,USA,4.6,2.4,3.5,299,1,1,1,0
127076,USA,1.5,2.1,3.3,290,0,1,2,1
190733,INT,3.1,3.9,1.6,325,0,0,2,1
176452,USA,4.8,2.1,4.5,276,1,1,1,0
102289,INT,2.3,4.3,3.1,302,0,1,1,0
167832,USA,4.1,4.2,3.6,312,1,1,1,0
105780,INT,2.3,2.8,2.2,299,0,0,2,0
181549,INT,1.9,2.3,1.8,261,1,1,2,1
173943,INT,1.6,4.7,1.4,297,1,1,1,0
139633,INT,1.7,3.3,4.8,312,0,1,1,0
117023,USA,5.0,4.3,3.7,337,0,0,2,1
130019,INT,3.6,2.3,1.8,287,0,0,1,0
120287,USA,2.3,2.4,2.5,272,1,0,1,0
148897,USA,3.3,1.6,1.2,296,0,1,2,1
176858,INT,4.1,1.4,3.9,271,1,1,1,1
143099,INT,2.4,2.5,1.1,315,0,0,1,0
140901,INT,1.6,1.9,1.8,277,1,1,2,0
178696,INT,3.3,1.2,4.8,320,0,0,2,0
199443,INT,1.9,3.6,1.9,308,0,1,1,1
191485,INT,4.7,4.6,3.4,321,0,1,2,1
139930,INT,4.4,1.1,3.7,306,1,0,2,0
176462,INT,3.5,2.6,2.2,286,0,1,1,1
149572,INT,3.9,3.6,4.0,296,1,0,2,0
116320,INT,4.5,4.5,4.8,272,0,0,1,1
154240,USA,3.6,4.6,3.4,304,0,0,1,0
136406,INT,3.9,1.3,2.3,333,1,0,2,1
130926,USA,1.2,3.5,1.7,261,1,1,2,1
178981,INT,3.6,4.6,5.0,291,1,1,1,0
123053,USA,2.7,2.3,3.9,333,1,0,1,0
157747,INT,3.5,2.7,1.4,271,1,1,1,1
195398,USA,3.3,1.7,2.6,319,0,1,2,1
121680,USA,4.2,2.8,4.7,309,0,0,2,1
186091,INT,3.8,4.9,2.4,261,0,0,2,1
117652,INT,4.8,2.0,4.8,328,0,0,1,0
134008,USA,3.9,1.3,2.7,261,1,1,1,0
179061,INT,2.4,2.1,1.7,295,0,0,2,1
164207,INT,3.4,5.0,4.9,305,0,1,1,1
105441,INT,4.7,2.3,4.6,280,0,1,1,1
137053,INT,2.3,2.7,1.9,260,1,1,2,0
146047,USA,3.6,3.3,2.2,306,1,0,1,1
198305,INT,3.8,4.0,3.9,260,1,0,1,1
170023,USA,1.6,3.4,4.5,271,0,1,2,1
125463,INT,2.0,2.2,2.8,298,0,0,2,1
133462,USA,1.0,2.7,3.9,296,1,1,1,0
114005,USA,4.6,3.0,1.7,299,1,1,1,0
121994,INT,4.2,3.0,1.4,295,1,0,1,1
160272,INT,1.9,2.6,2.7,312,1,0,2,0
122328,USA,4.2,3.5,4.0,296,1,1,1,0
176711,INT,1.3,2.3,2.8,286,1,0,2,0
164947,INT,1.3,1.6,2.7,324,1,1,1,1
186373,INT,4.9,2.2,1.3,337,0,0,1,0
124486,USA,2.1,3.7,4.8,325,1,0,1,1
114491,INT,4.7,3.7,1.6,313,0,1,1,0
181021,INT,2.7,2.6,4.2,296,0,0,1,0
174746,USA,4.4,4.2,1.7,317,1,0,1,1
184648,INT,1.2,4.2,4.9,276,1,0,2,0
103812,USA,3.6,3.6,2.4,312,0,0,2,0
135158,INT,2.4,4.7,2.7,316,0,1,1,1
192251,INT,4.8,4.2,4.5,314,1,1,2,0
162332,INT,3.1,2.9,1.2,288,0,0,2,0
131577,INT,1.9,1.1,3.5,291,1,0,1,1
194137,USA,4.5,3.7,3.0,316,0,1,2,1
198481,USA,4.7,1.7,2.4,273,0,1,1,0
122868,INT,1.7,3.5,3.7,289,1,1,1,1
160887,USA,4.3,4.8,3.4,288,1,0,1,0
185009,USA,2.2,2.0,1.5,278,1,1,1,1
137186,USA,4.9,3.5,1.6,288,0,1,2,1
114836,INT,1.7,1.2,4.0,301,0,0,2,0
114650,INT,3.7,4.8,3.9,327,0,1,1,1
189051,USA,2.9,4.6,1.2,308,0,1,1,1
128363,USA,2.1,1.0,4.8,335,0,1,2,1
127580,USA,2.2,3.6,4.6,293,1,1,1,0
140704,INT,3.3,4.8,1.7,304,1,1,1,1
169959,USA,4.0,1.8,1.2,305,0,0,1,1
190490,USA,4.9,1.8,3.5,305,1,1,1,0
109083,INT,3.5,4.0,2.2,319,0,0,2,1
105762,INT,2.3,2.2,3.6,265,1,1,1,1
108867,USA,4.9,1.9,3.8,323,0,1,2,1
126425,INT,4.2,1.5,2.8,327,1,1,2,1
106883,INT,3.2,3.8,3.1,265,1,1,1,0
112123,USA,2.4,4.0,3.5,276,0,1,1,0
165265,INT,3.4,2.0,1.3,317,0,1,2,0
130408,INT,1.5,4.7,1.4,305,1,0,1,0
186009,INT,4.9,4.8,3.1,274,1,1,1,0
129763,INT,4.0,4.2,2.2,323,1,0,2,1
196364,INT,1.8,3.4,3.0,272,1,0,2,1
197079,INT,3.4,1.1,3.3,314,0,1,2,1
134832,USA,3.4,3.6,2.7,320,0,1,2,1
165801,INT,4.2,2.9,5.0,333,0,0,2,0
144658,INT,2.0,4.0,1.9,302,0,1,2,1
118011,USA,4.6,1.8,3.2,269,1,1,2,0
159333,INT,3.5,4.3,1.4,262,0,0,1,1
153520,INT,3.9,2.5,2.4,282,1,0,1,0
149704,INT,3.4,4.2,4.1,311,1,0,2,0
143854,INT,3.0,2.9,4.6,338,0,1,1,1
181334,INT,3.2,2.1,4.3,300,1,0,1,0
176983,USA,1.7,2.5,3.8,335,1,0,1,0
121973,USA,4.3,3.9,3.8,262,1,0,1,1
123929,INT,2.0,2.0,2.3,276,1,1,1,0
150941,USA,4.9,4.4,4.1,297,1,1,2,0
162269,USA,1.8,2.8,3.0,325,1,0,2,0
119829,USA,1.8,4.2,2.6,306,0,1,2,1
150441,INT,2.5,1.3,1.2,274,1,1,2,1
130894,INT,2.1,4.5,4.4,262,0,1,2,0
112257,USA,2.6,4.0,4.6,279,0,1,1,0
124359,INT,3.9,4.5,1.1,292,0,0,2,1
197751,USA,1.5,1.9,4.6,269,1,0,1,0
135072,USA,2.3,4.5,3.7,281,1,0,2,1
146718,INT,4.1,1.6,3.8,285,1,0,1,0
138076,INT,3.1,5.0,3.9,270,0,1,1,1
115972,INT,5.0,3.3,4.0,266,1,0,1,0
105453,USA,4.4,2.0,4.4,278,1,0,2,0
153730,USA,1.1,3.8,2.5,313,1,0,2,1
171357,USA,4.3,1.2,4.4,263,0,1,2,0
132579,INT,4.8,3.1,3.5,336,1,1,2,0
171478,INT,1.7,1.3,1.9,267,1,1,2,1
173598,INT,3.1,2.6,2.6,266,0,0,1,1
184353,USA,2.9,1.2,3.8,313,1,1,1,1
102194,USA,4.0,4.6,3.0,302,0,1,1,0
138400,USA,1.1,4.7,1.2,264,1,0,1,1
100168,INT,3.3,1.3,3.9,268,1,0,2,0
146766,USA,4.2,2.8,1.7,335,0,1,2,1
175832,INT,2.0,1.7,3.7,309,0,1,2,1
169636,INT,3.4,2.0,2.9,308,0,0,2,0
171519,USA,2.0,1.9,1.6,322,0,0,1,0
125138,USA,1.1,3.7,4.3,322,0,0,1,1
124892,USA,4.8,2.9,2.6,305,1,1,2,1
133346,INT,4.1,2.3,2.4,260,0,1,1,1
188611,USA,1.5,1.5,3.0,271,1,1,1,1
119097,USA,2.0,3.4,2.0,318,1,0,2,1
129493,USA,2.7,2.5,3.0,269,1,1,2,1
126659,INT,3.9,4.6,4.8,306,0,0,2,0
164440,INT,1.7,3.5,3.4,337,1,1,1,1
194405,USA,4.0,1.8,1.3,275,1,1,2,1
174646,USA,1.5,3.9,4.6,308,0,1,2,0
155346,INT,4.0,4.5,4.2,269,1,1,2,0
136128,USA,3.2,3.8,1.5,293,1,0,1,1
103659,USA,4.9,1.9,1.9,318,0,1,1,0
196667,INT,3.7,2.1,2.7,289,1,1,2,1
175188,INT,4.0,4.1,4.4,281,0,0,1,1
118487,USA,1.0,3.5,2.3,311,1,0,1,1
190803,USA,3.6,2.5,2.5,272,1,1,1,1
158927,INT,1.7,1.8,4.2,322,1,1,1,1
177214,USA,3.2,1.0,3.0,271,1,1,2,1
147634,USA,4.5,4.0,1.5,300,1,0,1,0
168452,USA,1.5,3.9,1.7,281,0,0,1,1
117620,INT,3.0,3.1,2.2,264,1,0,1,1
143118,USA,2.7,4.8,4.4,304,0,0,1,1
175622,INT,4.2,1.4,3.7,301,0,0,2,0
100963,INT,4.5,4.8,4.5,309,1,1,2,0
199764,USA,1.5,2.3,4.2,328,0,0,1,1
188037,INT,4.9,2.1,1.4,335,0,0,2,1
133616,USA,4.5,2.7,2.0,307,0,1,2,1
157246,USA,5.0,1.4,2.0,262,0,1,1,0
101462,INT,3.5,3.0,1.2,308,0,0,1,1
167307,INT,3.7,4.0,1.4,300,0,0,1,0
100788,USA,3.5,4.5,3.5,317,1,0,1,0
133608,USA,1.1,2.4,2.0,264,1,0,1,0
104497,USA,1.2,3.2,2.5,301,0,1,1,1
128747,INT,2.2,2.9,2.8,260,1,1,2,0
156969,INT,1.4,4.1,3.4,287,0,1,2,0
193490,USA,1.1,4.0,4.4,299,1,0,1,0
134168,INT,3.7,4.1,1.7,319,1,0,1,0
183646,INT,4.0,3.0,2.6,280,0,0,1,1
122822,USA,2.1,4.5,1.6,293,0,1,1,1
105174,INT,1.7,1.5,1.3,329,0,1,1,1
100212,USA,4.6,3.4,2.2,288,1,0,1,0
116513,USA,2.7,4.2,4.7,314,0,1,2,1
146319,USA,2.0,4.1,1.1,277,1,1,2,1
150529,INT,3.1,1.0,4.8,263,1,0,1,1
178661,USA,2.6,1.9,2.4,322,1,0,2,1
114707,INT,4.0,1.7,4.4,296,0,1,1,0
100137,USA,3.2,4.1,4.6,290,0,0,2,0
199567,USA,1.8,2.6,2.3,298,1,1,2,0
182579,INT,1.6,3.5,4.2,307,0,0,2,1
121300,INT,1.7,4.0,3.8,300,0,1,1,0
125644,USA,1.9,1.9,4.4,280,0,1,2,0
162204,INT,3.3,2.6,4.7,298,0,1,2,1
130993,INT,4.9,3.0,3.7,313,0,1,1,0
142800,INT,4.2,4.8,4.2,309,1,1,1,1
122083,USA,1.0,3.6,4.3,278,0,0,2,0
105946,INT,1.2,4.8,1.5,294,0,0,2,0
176481,USA,3.6,1.5,2.4,289,0,0,2,0
131193,USA,2.4,1.1,4.8,313,0,0,1,0
107106,USA,4.0,1.9,3.3,299,0,1,1,1
169952,INT,2.7,2.4,3.5,295,0,1,1,1
103854,USA,2.2,4.7,3.0,315,0,1,1,1
147477,INT,4.1,3.5,1.8,312,0,0,2,0
160826,INT,1.2,3.2,4.0,263,0,1,2,0
183443,USA,3.9,1.0,2.6,274,1,1,2,1
197392,INT,3.5,3.9,2.5,277,1,1,1,1
170870,USA,4.5,1.3,1.2,325,1,0,2,1
115192,INT,4.6,1.1,4.2,331,0,1,1,0
188785,INT,4.1,4.4,2.9,286,1,0,1,1
186401,USA,2.7,1.4,4.7,279,0,1,2,0
187895,USA,3.5,4.5,1.2,330,1,1,2,1
111639,INT,4.7,3.8,3.8,336,0,0,2,0
138923,USA,3.1,3.9,4.1,310,1,0,1,1
100865,USA,4.1,2.5,4.0,268,1,1,2,1
181018,USA,3.6,3.5,3.4,291,0,0,2,0
114079,USA,4.4,1.3,1.4,333,0,0,1,0
192015,USA,4.1,3.6,1.7,330,0,1,1,1
148342,USA,2.9,1.5,2.4,281,1,1,2,1
197524,USA,1.2,4.4,1.6,264,1,0,1,0
174436,INT,2.9,3.7,1.2,301,1,0,2,1
139192,USA,2.3,3.4,2.8,268,1,0,1,0
122123,INT,3.7,1.2,2.5,295,1,0,2,0
154280,USA,3.5,3.1,1.2,275,1,1,2,0
184270,INT,4.7,4.8,1.2,269,1,0,1,1
199960,INT,1.5,2.1,4.5,330,0,0,1,1
118028,USA,1.5,4.0,3.2,323,0,1,1,0
156861,INT,2.5,2.4,4.4,327,0,1,2,1
128476,USA,2.8,2.1,2.5,287,1,0,1,1
141979,USA,4.4,3.2,1.5,316,1,0,1,1
199265,USA,5.0,4.5,1.1,312,1,0,1,0
116909,USA,4.8,4.9,4.8,268,1,0,1,1
199559,INT,2.2,3.9,4.0,290,1,1,1,1
129334,INT,4.8,2.5,3.4,261,0,0,2,0
133452,USA,3.0,4.7,1.0,260,0,1,1,1
167876,INT,1.3,2.9,3.7,269,1,0,1,1
140936,USA,4.3,2.3,3.0,278,0,1,2,1
195074,INT,4.6,3.7,4.1,317,0,1,1,0
115057,INT,2.8,2.6,2.6,290,1,1,2,0
100465,INT,1.9,3.8,4.3,320,1,0,1,0
195022,USA,4.5,3.7,2.3,287,1,1,1,1
114286,INT,3.7,2.6,1.3,312,1,1,2,1
118434,USA,4.5,1.2,1.3,271,0,1,1,0
126691,USA,2.3,1.2,2.3,286,0,1,2,1
182427,INT,2.4,2.9,2.3,329,0,0,2,1
164335,USA,3.5,3.0,1.4,270,0,1,2,0
124429,INT,2.5,3.1,4.0,337,1,0,2,1
138702,INT,3.4,2.8,1.3,260,1,0,1,0
108570,USA,2.2,2.5,3.0,274,1,0,2,0
194732,INT,4.0,1.7,4.9,299,1,1,2,0
113283,USA,4.1,2.5,3.5,311,1,0,1,1
106943,USA,1.8,3.2,3.4,328,0,0,2,0
190972,INT,1.2,3.2,4.5,286,1,0,2,1
155480,USA,4.3,3.5,1.1,292,1,0,1,0
181372,USA,4.9,2.2,1.2,278,0,1,1,1
179500,USA,2.3,1.6,1.6,298,1,0,1,1
161062,USA,5.0,4.8,4.9,333,1,1,1,1
111056,USA,3.2,1.3,4.4,270,0,1,2,0
160577,INT,2.9,1.5,3.9,289,1,0,2,0
143268,USA,3.7,1.7,2.5,304,0,1,2,0
152629,INT,4.6,1.0,2.3,269,1,1,1,0
129757,USA,3.8,2.1,1.6,288,1,0,1,1
178712,INT,3.2,3.8,1.5,320,1,0,2,1
196365,USA,1.2,4.7,1.2,336,0,1,1,0
150236,USA,1.9,3.3,3.9,278,1,0,1,1
125816,USA,2.9,3.7,1.7,289,1,1,1,1
110020,USA,1.9,3.4,4.2,339,1,0,2,1
143936,USA,2.8,4.8,1.2,334,0,0,1,1
138689,USA,1.6,1.4,1.5,292,1,1,1,0
153084,INT,1.3,5.0,1.2,267,1,0,2,1
153692,INT,3.5,2.5,3.1,262,0,1,1,1
104202,INT,1.0,4.5,1.8,292,1,1,1,1
132187,USA,5.0,3.4,1.4,338,0,0,1,0
136627,USA,3.7,1.7,2.5,337,0,1,1,0
183772,INT,2.6,1.8,2.8,301,0,0,2,1
138877,INT,1.7,3.9,1.9,294,1,0,1,1
126338,INT,3.9,3.4,4.1,277,1,0,1,0
131298,USA,4.8,1.4,4.7,315,1,0,1,0
183486,USA,1.6,2.8,1.2,330,1,0,2,0
174670,USA,4.0,4.6,3.8,265,1,0,1,0
185412,INT,2.4,4.9,3.0,260,0,1,2,0
108311,USA,2.8,1.8,1.2,336,0,0,2,0
156448,INT,4.5,1.3,2.1,319,1,1,2,1
153535,USA,2.1,4.7,1.4,301,0,0,2,1
115650,USA,4.2,2.9,3.9,271,1,1,1,0
194322,INT,4.6,1.7,2.0,267,1,1,2,0
191024,INT,1.3,1.1,1.2,321,1,1,2,1
195438,USA,2.8,2.7,1.1,297,0,1,1,1
128625,USA,2.9,3.5,3.7,300,1,0,1,1
117871,INT,3.6,2.2,2.3,303,0,0,2,0
181461,USA,2.6,3.1,4.2,272,1,1,2,0
114805,INT,3.2,1.9,4.6,284,1,0,1,1
186934,INT,1.3,3.5,3.8,300,1,0,1,0
127212,USA,4.3,1.4,4.0,295,0,1,2,1
105725,INT,2.9,4.2,3.4,283,1,0,2,1
102619,USA,1.9,4.0,2.4,260,0,1,2,1
101500,INT,2.5,4.7,1.4,297,1,0,1,0
178495,USA,1.3,2.7,5.0,287,1,1,1,0
145087,USA,4.3,1.4,1.6,334,0,1,2,0
165631,USA,4.0,3.3,3.2,274,0,1,2,1
